rank,ticker,pe_ratio,forward_pe,pb_ratio,ev_ebitda,ps_ratio,fcf_yield,revenue_growth,earnings_growth,peg_ratio,roe,gross_margin,debt_to_equity,analyst_rating,recommendation_mean,recommendation_key,num_analysts,target_mean_price,target_median_price,target_high_price,target_low_price,current_price,market_cap,sector,name,upside_potential,revenue_growth_calc,operating_income_growth,eps_growth,fcf_margin,piotroski_fscore,piotroski_details,earnings_surprises,earnings_beat_count,earnings_beat_total,avg_surprise_pct,next_earnings_date,quarterly_results,revenue_acceleration,eps_revision_90d,eps_revision_30d,forward_eps_growth,estimated_revenue_growth,recent_upgrades,recent_downgrades,upgrade_ratio,analyst_actions,news,momentum_12_1m,momentum_1m,valuation_score,growth_score,quality_score,earnings_momentum_score,price_momentum_score,valuation_coverage,growth_coverage,quality_coverage,earnings_momentum_coverage,core_data_warning,is_data_complete,is_value_trap,value_trap_reason,total_score,buy_signal
1,NEM,11.540983,9.009142,2.75,5.584,3.7425356,0.09255646627839892,0.151,0.114,0.7902756140350877,0.25905,0.68041,15.807,1.5 - Buy,1.54545,buy,21.0,129.26666,128.0,168.0,67.0,91.52,96433913856,Basic Materials,Newmont Corporation,0.4124416520979022,0.21341398137244405,0.8651438240270728,1.1161887694145758,0.32198156072169043,9,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 流動比率改善; 希薄化なし; 粗利率改善; 資産回転率改善,nan,,,,,"[{'quarter': '2026-06-30', 'total_revenue': 6118000000.0, 'operating_income': 3155000000.0, 'net_income': 2202000000.0, 'gross_profit': 3426000000.0}, {'quarter': '2026-03-31', 'total_revenue': 7307000000.0, 'operating_income': 4485000000.0, 'net_income': 3262000000.0, 'gross_profit': 4738000000.0}, {'quarter': '2025-12-31', 'total_revenue': 6818000000.0, 'operating_income': 3974000000.0, 'net_income': 1301000000.0, 'gross_profit': 4126000000.0}, {'quarter': '2025-09-30', 'total_revenue': 5524000000.0, 'operating_income': 2616000000.0, 'net_income': 1832000000.0, 'gross_profit': 2930000000.0}]",-0.23444259138548515,-0.0992547185410908,-0.10456479686737101,0.11,0.17629999,1.0,0.0,1.0,"[{'date': '2026-07-28', 'firm': 'Barclays', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 124.0, 'prior_target': 125.0}, {'date': '2026-07-16', 'firm': 'Barclays', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 125.0, 'prior_target': 133.0}, {'date': '2026-07-14', 'firm': 'Scotiabank', 'from_grade': 'Sector Outperform', 'to_grade': 'Sector Outperform', 'action': 'main', 'target_price': 147.0, 'prior_target': 151.0}, {'date': '2026-07-14', 'firm': 'TD Cowen', 'from_grade': 'Hold', 'to_grade': 'Buy', 'action': 'up', 'target_price': 127.0, 'prior_target': 129.0}, {'date': '2026-07-09', 'firm': 'RBC Capital', 'from_grade': 'Outperform', 'to_grade': 'Outperform', 'action': 'main', 'target_price': 135.0, 'prior_target': 140.0}]","[{'title': 'Should You Buy, Sell or Hold AEM Stock Ahead of Q2 Earnings?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/buy-sell-hold-aem-stock-131900147.html', 'publisher': 'Zacks', 'date': '2026-07-27'}, {'title': 'Here is What to Know Beyond Why Newmont Corporation (NEM) is a Trending Stock', 'url': 'https://finance.yahoo.com/markets/stocks/articles/know-beyond-why-newmont-corporation-130004312.html', 'publisher': 'Zacks', 'date': '2026-07-27'}, {'title': 'Newmont (NEM) Could Be 34% Undervalued After Strong Q2 Results', 'url': 'https://finance.yahoo.com/markets/stocks/articles/newmont-nem-could-34-undervalued-041816479.html', 'publisher': 'Simply Wall St.', 'date': '2026-07-26'}, {'title': 'Newmont Reported Strong Earnings and Cash Flow. The Stock Is Down.', 'url': 'https://www.barrons.com/articles/newmont-earnings-gold-stock-price-08cfcb19?siteid=yhoof2&yptr=yahoo', 'publisher': 'Barrons.com', 'date': '2026-07-24'}, {'title': 'NEM Q2 Earnings Call Centers on Costs and Capital Returns', 'url': 'https://finance.yahoo.com/markets/stocks/articles/nem-q2-earnings-call-centers-140000078.html', 'publisher': 'Zacks', 'date': '2026-07-24'}]",0.6675610210595248,-0.04795590078088399,77.5,84.52153110047847,94.73684210526315,29.571150097465885,84.21052631578947,5,3,4,3,,True,False,,77.55708399787346,80.53453746728418
2,CF,11.0738735,11.118115,3.5346215,6.661,2.549495,0.04701617970524321,0.194,1.151,0.09659526498696784,0.273,0.39125,43.847,2.9 - Hold,2.85714,hold,19.0,125.24842,121.0,195.72,100.0,122.92,18884110336,Basic Materials,"CF Industries Holdings, Inc.",0.018942564269443494,0.19339622641509435,0.3880771478667446,0.19458128078817735,0.2542348955392434,8,ROA>0; CFO>0; ROA改善; CFO>NI; 流動比率改善; 希薄化なし; 粗利率改善; 資産回転率改善,"[{'date': '2026-05-06', 'eps_estimate': 2.73, 'eps_actual': 3.98, 'surprise_pct': 45.68}, {'date': '2026-02-18', 'eps_estimate': 2.35, 'eps_actual': 2.59, 'surprise_pct': 10.41}, {'date': '2025-11-05', 'eps_estimate': 2.07, 'eps_actual': 2.19, 'surprise_pct': 5.59}, {'date': '2025-08-06', 'eps_estimate': 2.48, 'eps_actual': 2.37, 'surprise_pct': -4.49}]",3.0,4.0,14.297500000000001,2026-08-05,"[{'quarter': '2026-03-31', 'total_revenue': 1986000000.0, 'operating_income': 687000000.0, 'net_income': 615000000.0, 'gross_profit': 746000000.0}, {'quarter': '2025-12-31', 'total_revenue': 1872000000.0, 'operating_income': 681000000.0, 'net_income': 404000000.0, 'gross_profit': 765000000.0}, {'quarter': '2025-09-30', 'total_revenue': 1659000000.0, 'operating_income': 574000000.0, 'net_income': 353000000.0, 'gross_profit': 632000000.0}, {'quarter': '2025-06-30', 'total_revenue': 1890000000.0, 'operating_income': 646000000.0, 'net_income': 386000000.0, 'gross_profit': 755000000.0}]",-0.06749316084759122,0.14341280149243468,-0.04580859997104397,-0.385,0.21790001,1.0,0.0,1.0,"[{'date': '2026-07-17', 'firm': 'RBC Capital', 'from_grade': 'Sector Perform', 'to_grade': 'Sector Perform', 'action': 'main', 'target_price': 115.0, 'prior_target': 125.0}, {'date': '2026-07-07', 'firm': 'Morgan Stanley', 'from_grade': 'Equal-Weight', 'to_grade': 'Equal-Weight', 'action': 'main', 'target_price': 115.0, 'prior_target': 135.0}, {'date': '2026-06-30', 'firm': 'Scotiabank', 'from_grade': 'Sector Perform', 'to_grade': 'Sector Outperform', 'action': 'up', 'target_price': 125.0, 'prior_target': 120.0}, {'date': '2026-06-03', 'firm': 'JP Morgan', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 115.0, 'prior_target': 94.0}, {'date': '2026-05-11', 'firm': 'Scotiabank', 'from_grade': 'Sector Perform', 'to_grade': 'Sector Perform', 'action': 'main', 'target_price': 120.0, 'prior_target': 115.0}]","[{'title': 'Are Basic Materials Stocks Lagging  Cabot (CBT) This Year?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/basic-materials-stocks-lagging-cabot-134003420.html', 'publisher': 'Zacks', 'date': '2026-07-24'}, {'title': 'Are Investors Undervaluing CF Industries (CF) Right Now?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/investors-undervaluing-cf-industries-cf-134002126.html', 'publisher': 'Zacks', 'date': '2026-07-24'}, {'title': 'Air Products Awarded Long-Term Taiwan Semiconductor Supply Deal', 'url': 'https://finance.yahoo.com/technology/articles/air-products-awarded-long-term-144200426.html', 'publisher': 'Zacks', 'date': '2026-07-22'}, {'title': 'Flexible Solutions Reports Q2 Revenues of $7.4M, Down 35% Y/Y', 'url': 'https://finance.yahoo.com/markets/stocks/articles/flexible-solutions-reports-q2-revenues-141000217.html', 'publisher': 'Zacks', 'date': '2026-07-21'}, {'title': ""What to Expect From CF Industries' Q2 2026 Earnings Report"", 'url': 'https://www.barchart.com/story/news/3364340/what-to-expect-from-cf-industries-q2-2026-earnings-report', 'publisher': 'Barchart', 'date': '2026-07-20'}]",0.17122932538869418,0.16522893789120174,74.27631578947368,83.49282296650716,82.89473684210526,46.14965443912813,63.1578947368421,5,3,4,4,,True,False,,73.37430223285484,69.12803874742596
3,APA,8.142191,8.4691515,1.912296,3.351,1.4749391,0.09683899748053823,-0.119,0.322,0.2630171273291925,0.26217,0.72273004,61.314,2.7 - Hold,2.68,hold,24.0,41.625,40.5,62.0,31.0,34.93,12346715136,Energy,APA Corporation,0.19166905239049528,-0.08390674745814933,-0.14035636136292592,0.7835820895522388,0.19943946188340808,7,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 希薄化なし; 資産回転率改善,"[{'date': '2026-05-06', 'eps_estimate': 1.14, 'eps_actual': 1.38, 'surprise_pct': 20.9}, {'date': '2026-02-25', 'eps_estimate': 0.64, 'eps_actual': 0.91, 'surprise_pct': 41.73}, {'date': '2025-11-05', 'eps_estimate': 0.79, 'eps_actual': 0.93, 'surprise_pct': 17.59}, {'date': '2025-08-05', 'eps_estimate': 0.48, 'eps_actual': 0.87, 'surprise_pct': 79.46}]",4.0,4.0,39.92,2026-08-05,"[{'quarter': '2026-03-31', 'total_revenue': 2327000000.0, 'operating_income': 1007000000.0, 'net_income': 446000000.0, 'gross_profit': 1246000000.0}, {'quarter': '2025-12-31', 'total_revenue': 1991000000.0, 'operating_income': 640000000.0, 'net_income': 279000000.0, 'gross_profit': 857000000.0}, {'quarter': '2025-09-30', 'total_revenue': 2115000000.0, 'operating_income': 672000000.0, 'net_income': 205000000.0, 'gross_profit': 880000000.0}, {'quarter': '2025-06-30', 'total_revenue': 2178000000.0, 'operating_income': 671000000.0, 'net_income': 603000000.0, 'gross_profit': 873000000.0}]",0.22738825898576692,-0.02309392956586117,-0.1197058685335714,-0.2662,-0.0197,1.0,0.0,1.0,"[{'date': '2026-07-21', 'firm': 'Susquehanna', 'from_grade': 'Positive', 'to_grade': 'Positive', 'action': 'main', 'target_price': 45.0, 'prior_target': 47.0}, {'date': '2026-07-15', 'firm': 'UBS', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 41.0, 'prior_target': 45.0}, {'date': '2026-07-13', 'firm': 'Raymond James', 'from_grade': 'Outperform', 'to_grade': 'Outperform', 'action': 'main', 'target_price': 50.0, 'prior_target': 57.0}, {'date': '2026-07-10', 'firm': 'Truist Securities', 'from_grade': 'Hold', 'to_grade': 'Hold', 'action': 'main', 'target_price': 38.0, 'prior_target': 39.0}, {'date': '2026-06-29', 'firm': 'Morgan Stanley', 'from_grade': 'Underweight', 'to_grade': 'Underweight', 'action': 'main', 'target_price': 41.0, 'prior_target': 44.0}]","[{'title': 'APA (APA) Stock Declines While Market Improves: Some Information for Investors', 'url': 'https://finance.yahoo.com/markets/stocks/articles/apa-apa-stock-declines-while-221501378.html', 'publisher': 'Zacks', 'date': '2026-07-27'}, {'title': 'APA (APA) Gains As Market Dips: What You Should Know', 'url': 'https://finance.yahoo.com/markets/stocks/articles/apa-apa-gains-market-dips-221504700.html', 'publisher': 'Zacks', 'date': '2026-07-17'}, {'title': 'APA Corporation’s Quarterly Earnings Preview: What You Need to Know', 'url': 'https://www.barchart.com/story/news/3334788/apa-corporations-quarterly-earnings-preview-what-you-need-to-know', 'publisher': 'Barchart', 'date': '2026-07-17'}, {'title': 'APA (APA) Stock Gets Fair Value Trim As Analysts Weigh Oil Upside And Risks', 'url': 'https://finance.yahoo.com/markets/stocks/articles/apa-apa-stock-gets-fair-122403880.html', 'publisher': 'Simply Wall St.', 'date': '2026-07-15'}, {'title': 'How APA’s Completed Buyback and Strait of Hormuz Risks At APA (APA) Has Changed Its Investment Story', 'url': 'https://finance.yahoo.com/markets/stocks/articles/apa-completed-buyback-strait-hormuz-071753044.html', 'publisher': 'Simply Wall St.', 'date': '2026-07-15'}]",0.8799723590553028,0.06561188814850968,88.5,46.5,76.5,55.34210526315789,95.0,5,3,4,4,,True,False,,72.17631578947368,72.81040397419736
4,MU,18.564028,5.337144,12.77348,14.615,10.265426,0.007662228201586654,3.457,13.685,0.0038999956156375594,0.66638,0.72569,6.33,1.4 - Strong Buy,1.42222,strong_buy,42.0,1507.381,1550.0,2200.0,361.0,820.53,926700994560,Technology,"Micron Technology, Inc.",0.8370821298429065,0.48851101111066864,6.516475095785441,9.975578406169666,0.04462518058751137,7,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 粗利率改善; 資産回転率改善,nan,,,,,"[{'quarter': '2026-05-31', 'total_revenue': 41456000000.0, 'operating_income': 33318000000.0, 'net_income': 28243000000.0, 'gross_profit': 35056000000.0}, {'quarter': '2026-02-28', 'total_revenue': 23860000000.0, 'operating_income': 16135000000.0, 'net_income': 13785000000.0, 'gross_profit': 17755000000.0}, {'quarter': '2025-11-30', 'total_revenue': 13643000000.0, 'operating_income': 6136000000.0, 'net_income': 5240000000.0, 'gross_profit': 7646000000.0}, {'quarter': '2025-08-31', 'total_revenue': 11315000000.0, 'operating_income': 3693000000.0, 'net_income': 3201000000.0, 'gross_profit': 5054000000.0}]",-0.01141364401875411,0.269842227648571,0.2040101633603286,1.0933,2.4721,0.0,0.0,0.0,"[{'date': '2026-07-14', 'firm': 'Keybanc', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 1750.0, 'prior_target': 1600.0}, {'date': '2026-06-29', 'firm': 'Cantor Fitzgerald', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 2000.0, 'prior_target': 1500.0}, {'date': '2026-06-25', 'firm': 'Barclays', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 2000.0, 'prior_target': 1175.0}, {'date': '2026-06-25', 'firm': 'Citigroup', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 1400.0, 'prior_target': 1200.0}, {'date': '2026-06-25', 'firm': 'Goldman Sachs', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 1100.0, 'prior_target': 900.0}]","[{'title': ""Assessing the chip sector's damage: Chart of the Day"", 'url': 'https://finance.yahoo.com/video/assessing-the-chip-sectors-damage-chart-of-the-day-195557807.html', 'publisher': 'Yahoo Finance Video', 'date': '2026-07-28'}, {'title': 'CME launches 23-hour single-stock futures to trade stocks like SpaceX, Micron', 'url': 'https://finance.yahoo.com/video/cme-launches-23-hour-single-163000931.html', 'publisher': 'Yahoo Finance Video', 'date': '2026-07-28'}, {'title': 'CLARITY Act hits summer roadblock', 'url': 'https://finance.yahoo.com/video/clarity-act-hits-summer-roadblock-155743444.html', 'publisher': 'Yahoo Finance Video', 'date': '2026-07-28'}, {'title': 'Micron Stock Dives As Semiconductor Sell-Off Gains Steam', 'url': 'https://www.investors.com/news/technology/micron-stock-dives-semiconductor-sell-off-gains-steam/?src=A00220&yptr=yahoo', 'publisher': ""Investor's Business Daily"", 'date': '2026-07-28'}, {'title': 'Stock Market Today: Dow Gains 500 Points; SpaceX, SK Hynix Make These Moves (Live Coverage)', 'url': 'https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-micron-sandisk-coca-cola-earnings/?src=A00220&yptr=yahoo', 'publisher': ""Investor's Business Daily"", 'date': '2026-07-28'}]",8.20925257407266,-0.27524995360996424,45.221747388414066,97.46260331659343,62.76234567901235,80.20987654320987,97.53086419753086,5,3,4,3,,True,False,,71.41122911536047,79.26162104129449
5,INCY,18.351694,14.414867,4.62039,12.765,4.8419323,0.028265993372801657,0.209,0.838,0.17201511933174224,0.30823,0.52766,0.701,2.3 - Buy,2.30769,buy,21.0,115.47619,112.0,140.0,71.0,129.93,25957695488,Healthcare,Incyte Corporation,-0.1112430539521281,0.21220913714153272,12.256362667087883,38.44963973631764,0.25862058234177654,6,ROA>0; CFO>0; ROA改善; CFO>NI; 流動比率改善; 粗利率改善,nan,,,,,"[{'quarter': '2026-03-31', 'total_revenue': 1272676000.0, 'operating_income': 324173000.0, 'net_income': 303330000.0, 'gross_profit': 1168176000.0}, {'quarter': '2025-12-31', 'total_revenue': 1506835000.0, 'operating_income': 383963000.0, 'net_income': 299279000.0, 'gross_profit': 1385735000.0}, {'quarter': '2025-09-30', 'total_revenue': 1365980000.0, 'operating_income': 431296000.0, 'net_income': 424169000.0, 'gross_profit': 1266980000.0}, {'quarter': '2025-06-30', 'total_revenue': 1215529000.0, 'operating_income': 310812000.0, 'net_income': 404999000.0, 'gross_profit': 1136729000.0}]",-0.25851434742461,-0.5892297887836853,-0.5912308902935893,1.8632001,0.1363,0.0,0.0,0.0,"[{'date': '2026-07-23', 'firm': 'JP Morgan', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 110.0, 'prior_target': 105.0}, {'date': '2026-07-23', 'firm': 'Morgan Stanley', 'from_grade': 'Equal-Weight', 'to_grade': 'Equal-Weight', 'action': 'main', 'target_price': 104.0, 'prior_target': 103.0}, {'date': '2026-07-21', 'firm': 'HC Wainwright & Co.', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'reit', 'target_price': 140.0, 'prior_target': 140.0}, {'date': '2026-07-14', 'firm': 'Barclays', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 134.0, 'prior_target': 117.0}, {'date': '2026-07-13', 'firm': 'BMO Capital', 'from_grade': 'Market Perform', 'to_grade': 'Market Perform', 'action': 'main', 'target_price': 112.0, 'prior_target': 94.0}]","[{'title': 'Incyte Corp (INCY) Q2 2026 Earnings Call Highlights: Robust Revenue Growth and Strategic ...', 'url': 'https://finance.yahoo.com/healthcare/articles/incyte-corp-incy-q2-2026-190150152.html', 'publisher': 'GuruFocus.com', 'date': '2026-07-28'}, {'title': ""INCY Q2 Earnings & Revenues Beat on Higher Sales, '26 View Raised"", 'url': 'https://finance.yahoo.com/healthcare/articles/incy-q2-earnings-revenues-beat-164000856.html', 'publisher': 'Zacks', 'date': '2026-07-28'}, {'title': 'Incyte Q2 Earnings Call Highlights', 'url': 'https://www.marketbeat.com/instant-alerts/incyte-q2-earnings-call-highlights-2026-07-28/?utm_source=yahoofinance&utm_medium=yahoofinance', 'publisher': 'MarketBeat', 'date': '2026-07-28'}, {'title': 'Compared to Estimates, Incyte (INCY) Q2 Earnings: A Look at Key Metrics', 'url': 'https://finance.yahoo.com/markets/stocks/articles/compared-estimates-incyte-incy-q2-133006500.html', 'publisher': 'Zacks', 'date': '2026-07-28'}, {'title': 'Incyte Tops Second-Quarter Expectations but Shares Slip on Lower Revenue Outlook', 'url': 'https://investorshub.advfn.com/market-news/article/32865/incyte-tops-second-quarter-expectations-but-shares-slip-on-lower-revenue-outlook', 'publisher': 'InvestorsHub', 'date': '2026-07-28'}]",0.5790014858834351,0.20831390449896595,51.91835334476844,94.67321867321866,80.22634508348794,41.532936199602865,89.0909090909091,5,3,4,3,,True,False,,71.12116693491356,66.14512262490518
6,EXE,6.5863094,10.508446,1.0872955,3.237,1.6344965,0.07021625372943814,0.41,,,0.17568001,0.47955,25.883,1.6 - Buy,1.57692,buy,25.0,124.24,124.0,160.0,92.0,88.52,21176537088,Energy,Expand Energy Corporation,0.403524627202892,1.8877043354655294,4.975609756097561,3.5476190476190474,0.13487570760521783,8,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 流動比率改善; 粗利率改善; 資産回転率改善,"[{'date': '2026-04-28', 'eps_estimate': 3.63, 'eps_actual': 3.83, 'surprise_pct': 5.37}, {'date': '2026-02-17', 'eps_estimate': 1.89, 'eps_actual': 2.0, 'surprise_pct': 5.85}, {'date': '2025-10-28', 'eps_estimate': 0.85, 'eps_actual': 0.97, 'surprise_pct': 14.22}, {'date': '2025-07-29', 'eps_estimate': 1.15, 'eps_actual': 1.1, 'surprise_pct': -4.14}]",3.0,4.0,5.324999999999999,2026-07-28,"[{'quarter': '2026-03-31', 'total_revenue': 4398000000.0, 'operating_income': 1601000000.0, 'net_income': 1159000000.0, 'gross_profit': 2812000000.0}, {'quarter': '2025-12-31', 'total_revenue': 3340000000.0, 'operating_income': 898000000.0, 'net_income': 553000000.0, 'gross_profit': 1771000000.0}, {'quarter': '2025-09-30', 'total_revenue': 2967000000.0, 'operating_income': 779000000.0, 'net_income': 547000000.0, 'gross_profit': 1449000000.0}, {'quarter': '2025-06-30', 'total_revenue': 3686000000.0, 'operating_income': 1314000000.0, 'net_income': 968000000.0, 'gross_profit': 1412000000.0}]",0.19105025540425719,-0.04744219842767615,-0.04138502267069601,-0.0084,0.1835,0.0,2.0,0.0,"[{'date': '2026-07-10', 'firm': 'UBS', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 127.0, 'prior_target': 135.0}, {'date': '2026-07-10', 'firm': 'Truist Securities', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 117.0, 'prior_target': 134.0}, {'date': '2026-07-09', 'firm': 'Citigroup', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 115.0, 'prior_target': 125.0}, {'date': '2026-06-29', 'firm': 'Morgan Stanley', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 131.0, 'prior_target': 139.0}, {'date': '2026-05-26', 'firm': 'Barclays', 'from_grade': 'Overweight', 'to_grade': 'Equal-Weight', 'action': 'down', 'target_price': 110.0, 'prior_target': 127.0}]","[{'title': 'Expand Energy (EXE) Q2 Earnings Beat Estimates', 'url': 'https://finance.yahoo.com/energy/articles/expand-energy-exe-q2-earnings-212003290.html', 'publisher': 'Zacks', 'date': '2026-07-28'}, {'title': 'Expand Energy (NASDAQ:EXE) Beats Expectations in Strong Q2 CY2026', 'url': 'https://finance.yahoo.com/energy/articles/expand-energy-nasdaq-exe-beats-201350504.html', 'publisher': 'StockStory', 'date': '2026-07-28'}, {'title': 'Expand Energy Announces $1.25 Billion Twin Eagle Acquisition Deal', 'url': 'https://finance.yahoo.com/energy/articles/expand-energy-announces-1-25-133300905.html', 'publisher': 'Zacks', 'date': '2026-07-28'}, {'title': 'Sector Update: Energy Stocks Fall Late Afternoon', 'url': 'https://finance.yahoo.com/energy/articles/sector-energy-stocks-fall-afternoon-193653763.html', 'publisher': 'MT Newswires', 'date': '2026-07-27'}, {'title': 'Sector Update: Energy Stocks Decline Monday Afternoon', 'url': 'https://finance.yahoo.com/energy/articles/sector-energy-stocks-decline-monday-175302182.html', 'publisher': 'MT Newswires', 'date': '2026-07-27'}]",-0.21916647812361958,0.0005651115821572033,91.17105263157895,97.5,69.25,47.48684210526316,5.0,5,2,4,4,,True,False,,70.6907894736842,62.9084187866488
7,ALL,6.0269914,10.276468,2.3739893,4.806,1.0286417,0.17425288740471123,0.03,3.384,0.030367813238770688,0.45221,0.34428,23.719,2.4 - Buy,2.4,buy,22.0,254.68182,252.5,319.0,176.0,272.42,70126616576,Financial Services,Allstate Corporation (The),-0.06511335437926741,0.05595528615287727,1.2001298490504788,1.2031283479751447,0.14734079828236593,5,ROA>0; CFO>0; ROA改善; LTD低下; 希薄化なし,"[{'date': '2026-04-29', 'eps_estimate': 7.24, 'eps_actual': 10.65, 'surprise_pct': 47.01}, {'date': '2026-02-04', 'eps_estimate': 10.21, 'eps_actual': 14.37, 'surprise_pct': 40.74}, {'date': '2025-11-05', 'eps_estimate': 7.57, 'eps_actual': 13.95, 'surprise_pct': 84.4}, {'date': '2025-07-30', 'eps_estimate': 3.87, 'eps_actual': 7.76, 'surprise_pct': 100.72}]",4.0,4.0,68.2175,2026-08-05,"[{'quarter': '2026-03-31', 'total_revenue': 16751000000.0, 'net_income': 2457000000.0}, {'quarter': '2025-12-31', 'total_revenue': 17199000000.0, 'net_income': 3832000000.0}, {'quarter': '2025-09-30', 'total_revenue': 17061000000.0, 'net_income': 3746000000.0}, {'quarter': '2025-06-30', 'total_revenue': 16546000000.0, 'net_income': 2109000000.0}]",-0.03413664922368984,0.21832734734966086,0.03954322401419043,-0.15630001,0.040799998,0.0,2.0,0.0,"[{'date': '2026-07-15', 'firm': 'UBS', 'from_grade': 'Buy', 'to_grade': 'Neutral', 'action': 'down', 'target_price': 261.0, 'prior_target': 255.0}, {'date': '2026-07-14', 'firm': 'JP Morgan', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 282.0, 'prior_target': 263.0}, {'date': '2026-07-10', 'firm': 'Evercore ISI Group', 'from_grade': 'Outperform', 'to_grade': 'Outperform', 'action': 'main', 'target_price': 240.0, 'prior_target': 225.0}, {'date': '2026-07-09', 'firm': 'Cantor Fitzgerald', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 242.0, 'prior_target': 236.0}, {'date': '2026-07-09', 'firm': 'Mizuho', 'from_grade': 'Outperform', 'to_grade': 'Outperform', 'action': 'main', 'target_price': 272.0, 'prior_target': 255.0}]","[{'title': 'Should BRK.B Stock Be in Your Portfolio Ahead of Q2 Earnings?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/brk-b-stock-portfolio-ahead-181200223.html', 'publisher': 'Zacks', 'date': '2026-07-28'}, {'title': 'Arthur J. Gallagher to Report 2Q Earnings Soon: What to Expect?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/arthur-j-gallagher-report-2q-164300776.html', 'publisher': 'Zacks', 'date': '2026-07-27'}, {'title': 'Is a Beat in Store for Everest Group This Q2 Earnings?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/beat-store-everest-group-q2-164100325.html', 'publisher': 'Zacks', 'date': '2026-07-27'}, {'title': 'Are You Looking for a Top Momentum Pick? Why Allstate (ALL) is a Great Choice', 'url': 'https://finance.yahoo.com/markets/stocks/articles/looking-top-momentum-pick-why-160003045.html', 'publisher': 'Zacks', 'date': '2026-07-27'}, {'title': 'Will Willis Towers Pull Off a Surprise This Earnings Season?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/willis-towers-pull-off-surprise-155400902.html', 'publisher': 'Zacks', 'date': '2026-07-27'}]",0.1736203050395314,0.17625218587418298,89.13476874003189,72.45929443690638,57.55476649012999,60.013556574239715,65.67164179104478,5,3,4,4,,True,False,,69.61117868466869,60.1163131783095
