rank,ticker,pe_ratio,forward_pe,pb_ratio,ev_ebitda,ps_ratio,fcf_yield,revenue_growth,earnings_growth,peg_ratio,roe,gross_margin,debt_to_equity,analyst_rating,recommendation_mean,recommendation_key,num_analysts,target_mean_price,target_median_price,target_high_price,target_low_price,current_price,market_cap,sector,name,upside_potential,revenue_growth_calc,operating_income_growth,eps_growth,fcf_margin,piotroski_fscore,piotroski_details,earnings_surprises,earnings_beat_count,earnings_beat_total,avg_surprise_pct,next_earnings_date,quarterly_results,revenue_acceleration,eps_revision_90d,eps_revision_30d,forward_eps_growth,estimated_revenue_growth,recent_upgrades,recent_downgrades,upgrade_ratio,analyst_actions,news,momentum_12_1m,momentum_1m,valuation_score,growth_score,quality_score,earnings_momentum_score,price_momentum_score,is_value_trap,value_trap_reason,total_score,buy_signal
1,NEM,16.940533,9.857972,3.479253,7.931,5.194864,0.08648064648217652,0.206,-0.046,,0.22343999,0.63236,16.738,1.6 - Buy,1.61905,buy,20.0,139.935,140.0,177.0,70.0,108.25,117762375680,Basic Materials,Newmont Corporation,0.29270207852193997,0.21341398137244405,0.8651438240270728,1.1161887694145758,0.32198156072169043,9.0,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 流動比率改善; 希薄化なし; 粗利率改善; 資産回転率改善,nan,,,,,"[{'quarter': '2025-12-31', 'total_revenue': 6818000000.0, 'operating_income': 3974000000.0, 'net_income': 1301000000.0, 'gross_profit': 4126000000.0}, {'quarter': '2025-09-30', 'total_revenue': 5524000000.0, 'operating_income': 2616000000.0, 'net_income': 1832000000.0, 'gross_profit': 2930000000.0}, {'quarter': '2025-06-30', 'total_revenue': 5317000000.0, 'operating_income': 2417000000.0, 'net_income': 2061000000.0, 'gross_profit': 2696000000.0}, {'quarter': '2025-03-31', 'total_revenue': 5010000000.0, 'operating_income': 2016000000.0, 'net_income': 1891000000.0, 'gross_profit': 2311000000.0}]",0.19531881466644022,0.21582744016038885,0.0270671188744469,0.1659,0.2688,2.0,0.0,1.0,"[{'date': '2026-03-27', 'firm': 'UBS', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 140.0, 'prior_target': 150.0}, {'date': '2026-03-20', 'firm': 'Scotiabank', 'from_grade': 'Sector Outperform', 'to_grade': 'Sector Outperform', 'action': 'main', 'target_price': 151.0, 'prior_target': 152.0}, {'date': '2026-03-03', 'firm': 'Citigroup', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 150.0, 'prior_target': 118.0}, {'date': '2026-02-27', 'firm': 'Bernstein', 'from_grade': 'Market Perform', 'to_grade': 'Market Outperform', 'action': 'up', 'target_price': 157.0, 'prior_target': 121.0}, {'date': '2026-01-26', 'firm': 'Scotiabank', 'from_grade': 'Sector Outperform', 'to_grade': 'Sector Outperform', 'action': 'main', 'target_price': 152.0, 'prior_target': 114.0}]","[{'title': 'Is It Time To Reassess Newmont (NEM) After Its Recent Share Price Swings?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/time-reassess-newmont-nem-recent-170714571.html', 'publisher': 'Simply Wall St.', 'date': '2026-03-31'}, {'title': ""Here's What to Expect for Gold and Silver Mining Stocks as the Iran Conflict Continues"", 'url': 'https://www.fool.com/investing/2026/03/29/what-to-expect-for-gold-and-silver-mining-stocks/', 'publisher': 'Motley Fool', 'date': '2026-03-29'}, {'title': ""Why It's Not Time to Give Up on the Gold Trade"", 'url': 'https://www.marketbeat.com/originals/why-its-not-time-to-give-up-on-the-gold-trade/?utm_source=yahoofinance&utm_medium=yahoofinance', 'publisher': 'MarketBeat', 'date': '2026-03-28'}, {'title': 'Why Newmont Mining Stock Rebounded on Friday', 'url': 'https://www.fool.com/investing/2026/03/27/why-newmont-mining-stock-rebounded-on-friday/', 'publisher': 'Motley Fool', 'date': '2026-03-27'}, {'title': ""SSRM's $1.5B Copler Sale Signals a Shift to the Americas"", 'url': 'https://finance.yahoo.com/markets/stocks/articles/ssrms-1-5b-copler-sale-174900182.html', 'publisher': 'Zacks', 'date': '2026-03-27'}]",2.0904754196385213,-0.15739083855044475,64.95726495726495,97.22222222222221,93.05555555555556,84.81481481481482,100.0,False,,86.32264957264958,86.0883455715442
2,INCY,14.683308,10.882523,3.614717,10.037,3.6433306,0.04217975160055644,0.278,0.436,0.2495991513761468,0.2987,0.52884996,1.063,2.3 - Buy,2.32,buy,22.0,107.13636,106.5,135.0,71.0,94.12,18731243520,Healthcare,Incyte Corporation,0.13829536761580952,0.21220913714153272,12.256362667087883,38.44963973631764,0.25862058234177654,6.0,ROA>0; CFO>0; ROA改善; CFO>NI; 流動比率改善; 粗利率改善,"[{'date': '2026-02-10', 'eps_estimate': 1.92, 'eps_actual': 1.8, 'surprise_pct': -6.08}, {'date': '2025-10-28', 'eps_estimate': 1.34, 'eps_actual': 2.11, 'surprise_pct': 57.83}, {'date': '2025-07-29', 'eps_estimate': 1.47, 'eps_actual': 1.57, 'surprise_pct': 6.59}, {'date': '2025-04-29', 'eps_estimate': 1.03, 'eps_actual': 1.16, 'surprise_pct': 12.32}]",3.0,4.0,17.665,2026-04-28,"[{'quarter': '2025-12-31', 'total_revenue': 1506835000.0, 'operating_income': 383963000.0, 'net_income': 299279000.0, 'gross_profit': 1385735000.0}, {'quarter': '2025-09-30', 'total_revenue': 1365980000.0, 'operating_income': 431296000.0, 'net_income': 424169000.0, 'gross_profit': 1266980000.0}, {'quarter': '2025-06-30', 'total_revenue': 1215529000.0, 'operating_income': 310812000.0, 'net_income': 404999000.0, 'gross_profit': 1136729000.0}, {'quarter': '2025-03-31', 'total_revenue': 1052898000.0, 'operating_income': 216719000.0, 'net_income': 158203000.0, 'gross_profit': 979698000.0}]",-0.020657649547609347,-0.06446715689553134,-0.0003842943613904799,0.1666,0.084300004,0.0,1.0,0.0,"[{'date': '2026-03-30', 'firm': 'HC Wainwright & Co.', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'reit', 'target_price': 135.0, 'prior_target': 135.0}, {'date': '2026-03-25', 'firm': 'UBS', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 94.0, 'prior_target': 104.0}, {'date': '2026-03-25', 'firm': 'HC Wainwright & Co.', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'reit', 'target_price': 135.0, 'prior_target': 135.0}, {'date': '2026-03-16', 'firm': 'Jefferies', 'from_grade': 'Buy', 'to_grade': 'Hold', 'action': 'down', 'target_price': 94.0, 'prior_target': 120.0}, {'date': '2026-03-09', 'firm': 'HC Wainwright & Co.', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'reit', 'target_price': 135.0, 'prior_target': 135.0}]","[{'title': 'Incyte Reports Strong 54-Week Data From Late-Stage Skin Disorder Study', 'url': 'https://finance.yahoo.com/sectors/healthcare/articles/incyte-reports-strong-54-week-185900472.html', 'publisher': 'Zacks', 'date': '2026-03-30'}, {'title': 'A Look Back at Biotechnology Stocks’ Q4 Earnings: Incyte (NASDAQ:INCY) Vs The Rest Of The Pack', 'url': 'https://finance.yahoo.com/sectors/healthcare/articles/look-back-biotechnology-stocks-q4-095818104.html', 'publisher': 'StockStory', 'date': '2026-03-30'}, {'title': 'KPTI Stock Down on Mixed Phase III Myelofibrosis Combo Study Data', 'url': 'https://finance.yahoo.com/sectors/healthcare/articles/kpti-stock-down-mixed-phase-142200083.html', 'publisher': 'Zacks', 'date': '2026-03-25'}, {'title': 'A Look At Incyte (INCY) Valuation After Mixed Short Term Returns And Strong One Year Performance', 'url': 'https://finance.yahoo.com/markets/stocks/articles/look-incyte-incy-valuation-mixed-043042736.html', 'publisher': 'Simply Wall St.', 'date': '2026-03-25'}, {'title': '2 Growth Stocks with Explosive Upside and 1 We Avoid', 'url': 'https://finance.yahoo.com/markets/stocks/articles/2-growth-stocks-explosive-upside-205935007.html', 'publisher': 'StockStory', 'date': '2026-03-23'}]",0.42385422536075384,-0.05917631062342845,62.91666666666667,93.38512763596003,80.08336542164035,57.25086070138725,86.27450980392157,False,,75.64628190595101,70.48060443305516
3,EIX,6.335931,11.229886,1.648458,8.635,1.4581673,-0.009120734110835468,0.308,4.463,0.02516219135110912,0.24103001,0.5783,215.738,2.6 - Hold,2.6,hold,13.0,74.19231,78.0,86.0,54.0,73.18,28167417856,Utilities,Edison International,0.01383315113418966,0.09761918290811977,0.78839590443686,2.0407503234152653,-0.037014029093544544,6.0,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 粗利率改善,"[{'date': '2026-02-18', 'eps_estimate': 1.45, 'eps_actual': 1.87, 'surprise_pct': 28.62}, {'date': '2025-10-28', 'eps_estimate': 2.18, 'eps_actual': 2.34, 'surprise_pct': 7.28}, {'date': '2025-07-31', 'eps_estimate': 0.88, 'eps_actual': 0.97, 'surprise_pct': 10.12}, {'date': '2025-04-29', 'eps_estimate': 1.21, 'eps_actual': 1.37, 'surprise_pct': 13.27}]",4.0,4.0,14.822499999999998,2026-04-28,"[{'quarter': '2025-12-31', 'total_revenue': 5213000000.0, 'operating_income': 802000000.0, 'net_income': 1923000000.0, 'gross_profit': 2825000000.0}, {'quarter': '2025-09-30', 'total_revenue': 5750000000.0, 'operating_income': 1520000000.0, 'net_income': 888000000.0, 'gross_profit': 2874000000.0}, {'quarter': '2025-06-30', 'total_revenue': 4543000000.0, 'operating_income': 775000000.0, 'net_income': 398000000.0, 'gross_profit': 1806000000.0}, {'quarter': '2025-03-31', 'total_revenue': 3811000000.0, 'operating_income': 2142000000.0, 'net_income': 1492000000.0, 'gross_profit': 1781000000.0}]",-0.3590747734211257,-0.008335999402367485,-0.006614651795358993,0.0672,-0.0128999995,0.0,3.0,0.0,"[{'date': '2026-03-18', 'firm': 'JP Morgan', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 74.0, 'prior_target': 66.0}, {'date': '2026-03-05', 'firm': 'Ladenburg Thalmann', 'from_grade': 'Neutral', 'to_grade': 'Sell', 'action': 'down', 'target_price': 63.0, 'prior_target': 0.0}, {'date': '2026-02-20', 'firm': 'TD Cowen', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 83.0, 'prior_target': 71.0}, {'date': '2026-02-19', 'firm': 'Barclays', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 78.0, 'prior_target': 67.0}, {'date': '2026-02-13', 'firm': 'UBS', 'from_grade': 'Buy', 'to_grade': 'Neutral', 'action': 'down', 'target_price': 78.0, 'prior_target': 70.0}]","[{'title': 'Edison Wildfire Payout Milestone Puts Valuation And Risk In Focus', 'url': 'https://finance.yahoo.com/markets/stocks/articles/edison-wildfire-payout-milestone-puts-110611454.html', 'publisher': 'Simply Wall St.', 'date': '2026-03-28'}, {'title': 'Edison International Drives Growth Through Investments & Clean Energy', 'url': 'https://finance.yahoo.com/sectors/energy/articles/edison-international-drives-growth-investments-124400569.html', 'publisher': 'Zacks', 'date': '2026-03-25'}, {'title': 'JPMorgan Raises its Price Target on Edison International (EIX) to $74 from $66', 'url': 'https://finance.yahoo.com/markets/stocks/articles/jpmorgan-raises-price-target-edison-110217006.html', 'publisher': 'Insider Monkey', 'date': '2026-03-25'}, {'title': 'Investment Manager Sheds 2.4 Million Shares of Utility Stock, According to Recent SEC Filing', 'url': 'https://www.fool.com/coverage/filings/2026/03/19/investment-manager-sheds-2-4-million-shares-of-utility-stock-according-to-recent-sec-filing/', 'publisher': 'Motley Fool', 'date': '2026-03-19'}, {'title': 'Edison executive pay soars despite devastating Eaton fire', 'url': 'https://finance.yahoo.com/news/edison-executive-pay-soars-despite-100000362.html', 'publisher': 'LA Times', 'date': '2026-03-18'}]",0.4311184305843128,-0.016662159288885463,89.72222222222221,81.29629629629629,68.05555555555556,39.25925925925926,98.14814814814815,False,,74.81018518518519,70.59897965949004
4,MU,15.958431,3.428163,5.259274,9.758,6.5554066,0.008057333797992642,1.963,7.56,0.004534607142857143,0.39823002,0.58437,14.902,1.5 - Strong Buy,1.46512,strong_buy,40.0,527.6,539.0,750.0,249.0,337.84,380993667072,Technology,"Micron Technology, Inc.",0.5616860052095668,0.48851101111066864,6.516475095785441,9.975578406169666,0.04462518058751137,7.0,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 粗利率改善; 資産回転率改善,nan,,,,,"[{'quarter': '2026-02-28', 'total_revenue': 23860000000.0, 'operating_income': 16135000000.0, 'net_income': 13785000000.0, 'gross_profit': 17755000000.0}, {'quarter': '2025-11-30', 'total_revenue': 13643000000.0, 'operating_income': 6136000000.0, 'net_income': 5240000000.0, 'gross_profit': 7646000000.0}, {'quarter': '2025-08-31', 'total_revenue': 11315000000.0, 'operating_income': 3693000000.0, 'net_income': 3201000000.0, 'gross_profit': 5054000000.0}, {'quarter': '2025-05-31', 'total_revenue': 9301000000.0, 'operating_income': 2169000000.0, 'net_income': 1885000000.0, 'gross_profit': 3508000000.0}]",0.5431376238258406,0.7957715135375717,0.6998979368773861,0.7057,1.9078,0.0,0.0,0.0,"[{'date': '2026-03-31', 'firm': 'Citigroup', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 425.0, 'prior_target': 510.0}, {'date': '2026-03-19', 'firm': 'JP Morgan', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 550.0, 'prior_target': 350.0}, {'date': '2026-03-19', 'firm': 'Mizuho', 'from_grade': 'Outperform', 'to_grade': 'Outperform', 'action': 'main', 'target_price': 530.0, 'prior_target': 480.0}, {'date': '2026-03-19', 'firm': 'B of A Securities', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 500.0, 'prior_target': 400.0}, {'date': '2026-03-19', 'firm': 'Goldman Sachs', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 400.0, 'prior_target': 360.0}]","[{'title': 'Micron stock continues slide, despite massive data center demand', 'url': 'https://finance.yahoo.com/markets/stocks/article/micron-stock-continues-slide-despite-massive-data-center-demand-134349171.html', 'publisher': 'Yahoo Finance', 'date': '2026-03-31'}, {'title': 'Is It Time To Reconsider Micron Technology (MU) After The Recent Share Price Pullback', 'url': 'https://finance.yahoo.com/markets/stocks/articles/time-reconsider-micron-technology-mu-211217453.html', 'publisher': 'Simply Wall St.', 'date': '2026-03-31'}, {'title': 'Micron Target Cut as Memory Prices Slide', 'url': 'https://finance.yahoo.com/markets/stocks/articles/micron-target-cut-memory-prices-205947111.html', 'publisher': 'GuruFocus.com', 'date': '2026-03-31'}, {'title': 'Stock Market Today: Dow Gains 1,100 Points Amid Huge Recovery; Micron, Nvidia Score Big Wins (Live Coverage)', 'url': 'https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-trump-iran-war-oil-prices-climb/?src=A00220&yptr=yahoo', 'publisher': ""Investor's Business Daily"", 'date': '2026-03-31'}, {'title': 'Micron Stock Price Target Slashed After Plunge', 'url': 'https://www.investors.com/news/technology/micron-stock-mu-price-target-slashed-after-plunge/?src=A00220&yptr=yahoo', 'publisher': ""Investor's Business Daily"", 'date': '2026-03-31'}]",3.5728124949518025,-0.18098746490728168,56.054193319118696,96.13964834760193,54.41021877213837,96.51190476190476,94.44444444444444,False,,73.48577378967173,77.08196916915375
5,CF,14.4749155,17.677885,4.120989,7.943,2.8165386,0.05081922631624223,0.228,0.371,0.4764928571428571,0.23401,0.38452998,46.765,3.0 - Hold,3.0,hold,19.0,112.31579,103.0,150.0,85.0,129.84,19952359424,Basic Materials,"CF Industries Holdings, Inc.",-0.13496772951324704,0.19339622641509435,0.3880771478667446,0.19458128078817735,0.2542348955392434,8.0,ROA>0; CFO>0; ROA改善; CFO>NI; 流動比率改善; 希薄化なし; 粗利率改善; 資産回転率改善,"[{'date': '2026-02-18', 'eps_estimate': 2.35, 'eps_actual': 2.59, 'surprise_pct': 10.41}, {'date': '2025-11-05', 'eps_estimate': 2.07, 'eps_actual': 2.19, 'surprise_pct': 5.59}, {'date': '2025-08-06', 'eps_estimate': 2.47, 'eps_actual': 2.39, 'surprise_pct': -3.43}, {'date': '2025-05-07', 'eps_estimate': 1.51, 'eps_actual': 1.85, 'surprise_pct': 22.9}]",3.0,4.0,8.8675,2026-05-06,"[{'quarter': '2025-12-31', 'total_revenue': 1872000000.0, 'operating_income': 681000000.0, 'net_income': 404000000.0, 'gross_profit': 765000000.0}, {'quarter': '2025-09-30', 'total_revenue': 1659000000.0, 'operating_income': 574000000.0, 'net_income': 353000000.0, 'gross_profit': 632000000.0}, {'quarter': '2025-06-30', 'total_revenue': 1890000000.0, 'operating_income': 646000000.0, 'net_income': 386000000.0, 'gross_profit': 755000000.0}, {'quarter': '2025-03-31', 'total_revenue': 1663000000.0, 'operating_income': 474000000.0, 'net_income': 312000000.0, 'gross_profit': 572000000.0}]",0.25061281896724935,0.6679994483100273,0.4048325727493628,-0.2904,-0.0168,0.0,1.0,0.0,"[{'date': '2026-03-31', 'firm': 'Mizuho', 'from_grade': 'Underperform', 'to_grade': 'Underperform', 'action': 'main', 'target_price': 105.0, 'prior_target': 100.0}, {'date': '2026-03-18', 'firm': 'B of A Securities', 'from_grade': 'Underperform', 'to_grade': 'Underperform', 'action': 'main', 'target_price': 103.0, 'prior_target': 86.0}, {'date': '2026-03-18', 'firm': 'BMO Capital', 'from_grade': 'Outperform', 'to_grade': 'Outperform', 'action': 'main', 'target_price': 140.0, 'prior_target': 115.0}, {'date': '2026-03-18', 'firm': 'Mizuho', 'from_grade': 'Neutral', 'to_grade': 'Underperform', 'action': 'down', 'target_price': 100.0, 'prior_target': 95.0}, {'date': '2026-03-17', 'firm': 'CIBC', 'from_grade': 'Neutral', 'to_grade': 'Neutral', 'action': 'main', 'target_price': 118.0, 'prior_target': 100.0}]","[{'title': 'Here Are The Stock Market’s Biggest Winners This Month', 'url': 'https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-03-31-2026/card/here-are-the-stock-market-s-biggest-winners-this-month-NalpKXvUAjMLxhLT6b5S?siteid=yhoof2&yptr=yahoo', 'publisher': 'The Wall Street Journal', 'date': '2026-03-31'}, {'title': 'S&P 500 Shows Some Surprise Winners After One Month Of War', 'url': 'https://www.investors.com/news/sp-500-stocks-markets-dow-jones-lyondellbasell-industrials-oil-iran-war-middle-east/?src=A00220&yptr=yahoo', 'publisher': ""Investor's Business Daily"", 'date': '2026-03-31'}, {'title': 'Oil and Fertilizer Prices May Soon Have Ripple Effects on These 3 Commodities Stocks', 'url': 'https://www.fool.com/investing/2026/03/29/oil-and-fertilizer-prices-may-soon-have-ripple-eff/', 'publisher': 'Motley Fool', 'date': '2026-03-29'}, {'title': 'UBS Lifts CF Industries to $140 Price Target: Urea Prices Are Up 77% and the Market Hasn’t Caught On', 'url': 'https://247wallst.com/investing/2026/03/26/ubs-lifts-cf-industries-to-140-price-target-urea-prices-are-up-77-and-the-market-hasnt-caught-on/', 'publisher': '24/7 Wall St.', 'date': '2026-03-26'}, {'title': 'Why Is Mosaic (MOS) Down 2.9% Since Last Earnings Report?', 'url': 'https://finance.yahoo.com/markets/stocks/articles/why-mosaic-mos-down-2-153008560.html', 'publisher': 'Zacks', 'date': '2026-03-26'}]",0.3687969238237054,0.244870494140435,68.46153846153847,68.33333333333333,81.66666666666667,61.52777777777778,72.22222222222221,False,,71.73344017094018,68.12815390144873
6,PM,22.742779,17.97373,-25.753893,16.199,6.339485,0.029474341574697385,0.068,,,,0.67117995,,1.8 - Buy,1.76471,buy,16.0,194.84375,202.5,210.0,170.0,165.34,257687388160,Consumer Defensive,Philip Morris International Inc,0.17844290552800288,0.07312952109403875,0.11423668109237427,0.6080487459260309,0.2623499311159221,7.0,ROA>0; CFO>0; ROA改善; CFO>NI; LTD低下; 流動比率改善; 粗利率改善,nan,,,,,"[{'quarter': '2025-12-31', 'total_revenue': 10362000000.0, 'operating_income': 3373000000.0, 'net_income': 2141000000.0, 'gross_profit': 6802000000.0}, {'quarter': '2025-09-30', 'total_revenue': 10845000000.0, 'operating_income': 4263000000.0, 'net_income': 3478000000.0, 'gross_profit': 7358000000.0}, {'quarter': '2025-06-30', 'total_revenue': 10140000000.0, 'operating_income': 3753000000.0, 'net_income': 3039000000.0, 'gross_profit': 6861000000.0}, {'quarter': '2025-03-31', 'total_revenue': 9301000000.0, 'operating_income': 3544000000.0, 'net_income': 2690000000.0, 'gross_profit': 6261000000.0}]",-0.11406328005434294,0.012949667894201121,0.004729144662346818,0.088999994,0.075100005,0.0,1.0,0.0,"[{'date': '2026-02-10', 'firm': 'Citigroup', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 210.0, 'prior_target': 200.0}, {'date': '2026-02-10', 'firm': 'Needham', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 205.0, 'prior_target': 190.0}, {'date': '2026-01-20', 'firm': 'Jefferies', 'from_grade': 'Buy', 'to_grade': 'Hold', 'action': 'down', 'target_price': 180.0, 'prior_target': 220.0}, {'date': '2025-11-26', 'firm': 'JP Morgan', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 185.0, 'prior_target': 190.0}, {'date': '2025-11-17', 'firm': 'Barclays', 'from_grade': 'Overweight', 'to_grade': 'Overweight', 'action': 'main', 'target_price': 180.0, 'prior_target': 220.0}]","[{'title': 'Here is Why Growth Investors Should Buy Philip Morris (PM) Now', 'url': 'https://finance.yahoo.com/markets/stocks/articles/why-growth-investors-buy-philip-164502647.html', 'publisher': 'Zacks', 'date': '2026-03-31'}, {'title': 'The Best Dividend Stocks to Buy and Hold Forever', 'url': 'https://www.fool.com/investing/2026/03/31/the-best-dividend-stocks-to-buy-and-hold-forever/', 'publisher': 'Motley Fool', 'date': '2026-03-31'}, {'title': ""Here's Why Philip Morris (PM) is a Strong Growth Stock"", 'url': 'https://finance.yahoo.com/markets/stocks/articles/heres-why-philip-morris-pm-134504663.html', 'publisher': 'Zacks', 'date': '2026-03-30'}, {'title': 'Zacks Industry Outlook Highlights Philip Morris, British American Tobacco and Altria', 'url': 'https://finance.yahoo.com/markets/stocks/articles/zacks-industry-outlook-highlights-philip-085400209.html', 'publisher': 'Zacks', 'date': '2026-03-30'}, {'title': 'Philip Morris International Insiders Sold US$29m Of Shares Suggesting Hesitancy', 'url': 'https://finance.yahoo.com/markets/stocks/articles/philip-morris-international-insiders-sold-130007638.html', 'publisher': 'Simply Wall St.', 'date': '2026-03-28'}]",0.19852979260829012,-0.09250368376241747,37.57575757575758,87.73674242424242,96.63825757575758,53.333333333333336,72.72727272727273,False,,71.20549242424244,68.85182173204771
7,NAVN,,68.7328,2.7270854,-17.696,4.6877565,0.05769357186775184,0.348,,,-0.60203,0.71269,14.433,1.3 - Strong Buy,1.30769,strong_buy,13.0,21.15385,20.0,26.0,15.0,13.24,3292047360,Technology,"Navan, Inc.",0.5977228096676735,,,,,,,"[{'date': '2026-03-25', 'eps_estimate': -0.23, 'eps_actual': -0.29, 'surprise_pct': -27.47}, {'date': '2025-12-15', 'eps_estimate': -0.17, 'eps_actual': 0.14, 'surprise_pct': 181.87}]",1.0,2.0,77.2,2026-06-15,"[{'quarter': '2025-10-31', 'total_revenue': 194934000.0, 'operating_income': -79236000.0, 'net_income': -225389000.0, 'gross_profit': 137854000.0}, {'quarter': '2025-01-31', 'total_revenue': 131992000.0, 'operating_income': -32810000.0, 'net_income': -46652000.0, 'gross_profit': 89244000.0}, {'quarter': '2024-10-31', 'total_revenue': 151118000.0, 'operating_income': -19458000.0, 'net_income': -41882000.0, 'gross_profit': 106596000.0}]",0.6034255819221699,1.036241837661926,1.0373467476753555,10.2321005,0.2362,0.0,0.0,0.0,"[{'date': '2026-03-27', 'firm': 'Goldman Sachs', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 23.0, 'prior_target': 22.0}, {'date': '2026-03-26', 'firm': 'BMO Capital', 'from_grade': 'Outperform', 'to_grade': 'Outperform', 'action': 'main', 'target_price': 15.0, 'prior_target': 13.0}, {'date': '2026-03-23', 'firm': 'Rosenblatt', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 20.0, 'prior_target': 30.0}, {'date': '2026-03-17', 'firm': 'BMO Capital', 'from_grade': '', 'to_grade': 'Outperform', 'action': 'init', 'target_price': 13.0, 'prior_target': 0.0}, {'date': '2026-01-28', 'firm': 'Goldman Sachs', 'from_grade': 'Buy', 'to_grade': 'Buy', 'action': 'main', 'target_price': 22.0, 'prior_target': 30.0}]","[{'title': 'Goldman Sachs Raises PT on Navan (NAVN) to $23, Reiterates “Buy” Rating Following Strong Q4 Results', 'url': 'https://finance.yahoo.com/markets/stocks/articles/goldman-sachs-raises-pt-navan-173754476.html', 'publisher': 'Insider Monkey', 'date': '2026-03-29'}, {'title': 'Why Navan (NAVN) Is Up 44.2% After First-Ever Positive Free Cash Flow And AI-Led Guidance', 'url': 'https://finance.yahoo.com/markets/stocks/articles/why-navan-navn-44-2-150632578.html', 'publisher': 'Simply Wall St.', 'date': '2026-03-27'}, {'title': 'Why Navan Stock Is Rocketing Higher This Week', 'url': 'https://www.fool.com/investing/2026/03/27/why-navan-stock-is-rocketing-higher-this-week/', 'publisher': 'Motley Fool', 'date': '2026-03-27'}, {'title': 'Navan (NAVN) Skyrockets 43% as 3 Analysts ‘Bullish’', 'url': 'https://finance.yahoo.com/markets/stocks/articles/navan-navn-skyrockets-43-3-031210966.html', 'publisher': 'Insider Monkey', 'date': '2026-03-27'}, {'title': 'Why Navan Stock Soared Today', 'url': 'https://www.fool.com/investing/2026/03/26/why-navan-stock-is-up-today/', 'publisher': 'Motley Fool', 'date': '2026-03-27'}]",-0.5014999866485595,0.3279838933308132,82.01636904761905,90.27777777777779,52.531157390492424,97.97916666666666,3.4722222222222223,False,,69.36309225683027,57.724509448031505
